PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
3017888Actual-ConsumedMaterialconsumed415.0080000000g,3017888Actual-Consumed,,Material consumed,415.0080000000,g
3017897Actual-ConsumedMaterialconsumed407.9900000000g,3017897Actual-Consumed,,Material consumed,407.9900000000,g
3017959Actual-ConsumedMaterialconsumed575.0000000000g,3017959Actual-Consumed,,Material consumed,575.0000000000,g
3017979Actual-ConsumedMaterialconsumed576.0000000000g,3017979Actual-Consumed,,Material consumed,576.0000000000,g
3017988Actual-ConsumedMaterialconsumed426.0000000000g,3017988Actual-Consumed,,Material consumed,426.0000000000,g
3017997Actual-ConsumedMaterialconsumed423.0000000000g,3017997Actual-Consumed,,Material consumed,423.0000000000,g
3018028Actual-ConsumedMaterialconsumed644.0000000000g,3018028Actual-Consumed,,Material consumed,644.0000000000,g
3018038Actual-ConsumedMaterialconsumed653.0000000000g,3018038Actual-Consumed,,Material consumed,653.0000000000,g
3018041Actual-ConsumedMaterialconsumed-242.0000000000g,3018041Actual-Consumed,,Material consumed,-242.0000000000,g
3018044Actual-ConsumedMaterialconsumed-251.0000000000g,3018044Actual-Consumed,,Material consumed,-251.0000000000,g
3018054Actual-ConsumedMaterialconsumed644.0000000000g,3018054Actual-Consumed,,Material consumed,644.0000000000,g
3018064Actual-ConsumedMaterialconsumed653.0000000000g,3018064Actual-Consumed,,Material consumed,653.0000000000,g
3018179Actual-ConsumedMaterialconsumed644.0060000000g,3018179Actual-Consumed,,Material consumed,644.0060000000,g
3018188Actual-ConsumedMaterialconsumed651.9920000000g,3018188Actual-Consumed,,Material consumed,651.9920000000,g
3018197Actual-ConsumedMaterialconsumed400.0040000000g,3018197Actual-Consumed,,Material consumed,400.0040000000,g
3018206Actual-ConsumedMaterialconsumed402.9960000000g,3018206Actual-Consumed,,Material consumed,402.9960000000,g
3018237Actual-ConsumedMaterialconsumed587.0000000000g,3018237Actual-Consumed,,Material consumed,587.0000000000,g
3018246Actual-ConsumedMaterialconsumed587.0000000000g,3018246Actual-Consumed,,Material consumed,587.0000000000,g
3018255Actual-ConsumedMaterialconsumed433.0000000000g,3018255Actual-Consumed,,Material consumed,433.0000000000,g
3018264Actual-ConsumedMaterialconsumed433.0000000000g,3018264Actual-Consumed,,Material consumed,433.0000000000,g
3018435Actual-ConsumedMaterialconsumed725.0040000000g,3018435Actual-Consumed,,Material consumed,725.0040000000,g
3018445Actual-ConsumedMaterialconsumed726.9960000000g,3018445Actual-Consumed,,Material consumed,726.9960000000,g
3018455Actual-ConsumedMaterialconsumed317.0040000000g,3018455Actual-Consumed,,Material consumed,317.0040000000,g
3018465Actual-ConsumedMaterialconsumed318.9960000000g,3018465Actual-Consumed,,Material consumed,318.9960000000,g
3018549Actual-ConsumedMaterialconsumed635.0080000000g,3018549Actual-Consumed,,Material consumed,635.0080000000,g
3018558Actual-ConsumedMaterialconsumed635.9980000000g,3018558Actual-Consumed,,Material consumed,635.9980000000,g
3018567Actual-ConsumedMaterialconsumed396.9900000000g,3018567Actual-Consumed,,Material consumed,396.9900000000,g
3018576Actual-ConsumedMaterialconsumed393.9980000000g,3018576Actual-Consumed,,Material consumed,393.9980000000,g
3018814Actual-ConsumedMaterialconsumed639.9960000000g,3018814Actual-Consumed,,Material consumed,639.9960000000,g
3018823Actual-ConsumedMaterialconsumed624.9960000000g,3018823Actual-Consumed,,Material consumed,624.9960000000,g
3018832Actual-ConsumedMaterialconsumed399.0000000000g,3018832Actual-Consumed,,Material consumed,399.0000000000,g
3018841Actual-ConsumedMaterialconsumed380.0040000000g,3018841Actual-Consumed,,Material consumed,380.0040000000,g
3018968Actual-ConsumedMaterialconsumed741.9960000000g,3018968Actual-Consumed,,Material consumed,741.9960000000,g
3018978Actual-ConsumedMaterialconsumed741.9960000000g,3018978Actual-Consumed,,Material consumed,741.9960000000,g
3018988Actual-ConsumedMaterialconsumed320.0040000000g,3018988Actual-Consumed,,Material consumed,320.0040000000,g
3018998Actual-ConsumedMaterialconsumed320.0040000000g,3018998Actual-Consumed,,Material consumed,320.0040000000,g
3019007Actual-ConsumedMaterialconsumed632.0040000000g,3019007Actual-Consumed,,Material consumed,632.0040000000,g
3019016Actual-ConsumedMaterialconsumed630.9960000000g,3019016Actual-Consumed,,Material consumed,630.9960000000,g
3019025Actual-ConsumedMaterialconsumed386.0040000000g,3019025Actual-Consumed,,Material consumed,386.0040000000,g
3019034Actual-ConsumedMaterialconsumed384.0000000000g,3019034Actual-Consumed,,Material consumed,384.0000000000,g
3019120Actual-ConsumedMaterialconsumed635.0080000000g,3019120Actual-Consumed,,Material consumed,635.0080000000,g
3019129Actual-ConsumedMaterialconsumed635.0080000000g,3019129Actual-Consumed,,Material consumed,635.0080000000,g
3019138Actual-ConsumedMaterialconsumed389.9940000000g,3019138Actual-Consumed,,Material consumed,389.9940000000,g
3019147Actual-ConsumedMaterialconsumed389.9940000000g,3019147Actual-Consumed,,Material consumed,389.9940000000,g
3019254Actual-ConsumedMaterialconsumed620.0040000000g,3019254Actual-Consumed,,Material consumed,620.0040000000,g
3019263Actual-ConsumedMaterialconsumed620.0040000000g,3019263Actual-Consumed,,Material consumed,620.0040000000,g
3019272Actual-ConsumedMaterialconsumed385.0000000000g,3019272Actual-Consumed,,Material consumed,385.0000000000,g
3019281Actual-ConsumedMaterialconsumed385.0000000000g,3019281Actual-Consumed,,Material consumed,385.0000000000,g
3019314Actual-ConsumedMaterialconsumed632.0040000000g,3019314Actual-Consumed,,Material consumed,632.0040000000,g
3019323Actual-ConsumedMaterialconsumed636.0000000000g,3019323Actual-Consumed,,Material consumed,636.0000000000,g
3019332Actual-ConsumedMaterialconsumed387.0000000000g,3019332Actual-Consumed,,Material consumed,387.0000000000,g
3019341Actual-ConsumedMaterialconsumed392.0040000000g,3019341Actual-Consumed,,Material consumed,392.0040000000,g
3019352Actual-ConsumedMaterialconsumed729.9960000000g,3019352Actual-Consumed,,Material consumed,729.9960000000,g
3019362Actual-ConsumedMaterialconsumed699.9960000000g,3019362Actual-Consumed,,Material consumed,699.9960000000,g
3019381Actual-ConsumedMaterialconsumed312.9960000000g,3019381Actual-Consumed,,Material consumed,312.9960000000,g
3019391Actual-ConsumedMaterialconsumed300.0000000000g,3019391Actual-Consumed,,Material consumed,300.0000000000,g
3019512Actual-ConsumedMaterialconsumed580.0080000000g,3019512Actual-Consumed,,Material consumed,580.0080000000,g
3019521Actual-ConsumedMaterialconsumed580.0080000000g,3019521Actual-Consumed,,Material consumed,580.0080000000,g
3019541Actual-ConsumedMaterialconsumed354.9920000000g,3019541Actual-Consumed,,Material consumed,354.9920000000,g
3019550Actual-ConsumedMaterialconsumed354.9920000000g,3019550Actual-Consumed,,Material consumed,354.9920000000,g
3019569Actual-ConsumedMaterialconsumed627.9960000000g,3019569Actual-Consumed,,Material consumed,627.9960000000,g
3019584Actual-ConsumedMaterialconsumed630.9960000000g,3019584Actual-Consumed,,Material consumed,630.9960000000,g
3019610Actual-ConsumedMaterialconsumed387.0000000000g,3019610Actual-Consumed,,Material consumed,387.0000000000,g
3019619Actual-ConsumedMaterialconsumed387.0000000000g,3019619Actual-Consumed,,Material consumed,387.0000000000,g
3020803Actual-ConsumedMaterialconsumed714.9960000000g,3020803Actual-Consumed,,Material consumed,714.9960000000,g
3020813Actual-ConsumedMaterialconsumed720.9960000000g,3020813Actual-Consumed,,Material consumed,720.9960000000,g
3020823Actual-ConsumedMaterialconsumed315.0000000000g,3020823Actual-Consumed,,Material consumed,315.0000000000,g
3020833Actual-ConsumedMaterialconsumed308.0040000000g,3020833Actual-Consumed,,Material consumed,308.0040000000,g
3020865Actual-ConsumedMaterialconsumed635.0040000000g,3020865Actual-Consumed,,Material consumed,635.0040000000,g
3020874Actual-ConsumedMaterialconsumed635.0040000000g,3020874Actual-Consumed,,Material consumed,635.0040000000,g
3020883Actual-ConsumedMaterialconsumed387.0000000000g,3020883Actual-Consumed,,Material consumed,387.0000000000,g
3020892Actual-ConsumedMaterialconsumed387.0000000000g,3020892Actual-Consumed,,Material consumed,387.0000000000,g
3020904Actual-ConsumedMaterialconsumed640.0020000000g,3020904Actual-Consumed,,Material consumed,640.0020000000,g
3020913Actual-ConsumedMaterialconsumed638.0000000000g,3020913Actual-Consumed,,Material consumed,638.0000000000,g
3020922Actual-ConsumedMaterialconsumed398.9920000000g,3020922Actual-Consumed,,Material consumed,398.9920000000,g
3020931Actual-ConsumedMaterialconsumed387.9920000000g,3020931Actual-Consumed,,Material consumed,387.9920000000,g
3021125Actual-ConsumedMaterialconsumed663.0000000000g,3021125Actual-Consumed,,Material consumed,663.0000000000,g
3021134Actual-ConsumedMaterialconsumed660.0000000000g,3021134Actual-Consumed,,Material consumed,660.0000000000,g
3021143Actual-ConsumedMaterialconsumed402.9960000000g,3021143Actual-Consumed,,Material consumed,402.9960000000,g
3021152Actual-ConsumedMaterialconsumed410.0040000000g,3021152Actual-Consumed,,Material consumed,410.0040000000,g
3021243Actual-ConsumedMaterialconsumed437.9980000000g,3021243Actual-Consumed,,Material consumed,437.9980000000,g
3021252Actual-ConsumedMaterialconsumed633.9960000000g,3021252Actual-Consumed,,Material consumed,633.9960000000,g
3021261Actual-ConsumedMaterialconsumed396.0000000000g,3021261Actual-Consumed,,Material consumed,396.0000000000,g
3021270Actual-ConsumedMaterialconsumed391.0060000000g,3021270Actual-Consumed,,Material consumed,391.0060000000,g
3021456Actual-ConsumedMaterialconsumed542.0040000000g,3021456Actual-Consumed,,Material consumed,542.0040000000,g
3021464Actual-ConsumedMaterialconsumed542.0040000000g,3021464Actual-Consumed,,Material consumed,542.0040000000,g
3021472Actual-ConsumedMaterialconsumed462.0000000000g,3021472Actual-Consumed,,Material consumed,462.0000000000,g
3021480Actual-ConsumedMaterialconsumed462.0000000000g,3021480Actual-Consumed,,Material consumed,462.0000000000,g
3021490Actual-ConsumedMaterialconsumed729.9960000000g,3021490Actual-Consumed,,Material consumed,729.9960000000,g
3021500Actual-ConsumedMaterialconsumed753.0000000000g,3021500Actual-Consumed,,Material consumed,753.0000000000,g
3021510Actual-ConsumedMaterialconsumed321.9960000000g,3021510Actual-Consumed,,Material consumed,321.9960000000,g
3021520Actual-ConsumedMaterialconsumed318.0000000000g,3021520Actual-Consumed,,Material consumed,318.0000000000,g
3021653Actual-ConsumedMaterialconsumed632.0040000000g,3021653Actual-Consumed,,Material consumed,632.0040000000,g
3021663Actual-ConsumedMaterialconsumed630.9960000000g,3021663Actual-Consumed,,Material consumed,630.9960000000,g
3021673Actual-ConsumedMaterialconsumed279.9960000000g,3021673Actual-Consumed,,Material consumed,279.9960000000,g
3021683Actual-ConsumedMaterialconsumed276.9960000000g,3021683Actual-Consumed,,Material consumed,276.9960000000,g
3021692Actual-ConsumedMaterialconsumed638.0000000000g,3021692Actual-Consumed,,Material consumed,638.0000000000,g
3021701Actual-ConsumedMaterialconsumed635.9980000000g,3021701Actual-Consumed,,Material consumed,635.9980000000,g
3021710Actual-ConsumedMaterialconsumed391.9960000000g,3021710Actual-Consumed,,Material consumed,391.9960000000,g
3021719Actual-ConsumedMaterialconsumed391.0060000000g,3021719Actual-Consumed,,Material consumed,391.0060000000,g
3022007Actual-ConsumedMaterialconsumed456.0000000000g,3022007Actual-Consumed,,Material consumed,456.0000000000,g
3022017Actual-ConsumedMaterialconsumed453.0000000000g,3022017Actual-Consumed,,Material consumed,453.0000000000,g
3022027Actual-ConsumedMaterialconsumed195.9960000000g,3022027Actual-Consumed,,Material consumed,195.9960000000,g
3022037Actual-ConsumedMaterialconsumed192.9960000000g,3022037Actual-Consumed,,Material consumed,192.9960000000,g
3022067Actual-ConsumedMaterialconsumed575.0040000000g,3022067Actual-Consumed,,Material consumed,575.0040000000,g
3022075Actual-ConsumedMaterialconsumed572.0040000000g,3022075Actual-Consumed,,Material consumed,572.0040000000,g
3022083Actual-ConsumedMaterialconsumed485.0040000000g,3022083Actual-Consumed,,Material consumed,485.0040000000,g
3022091Actual-ConsumedMaterialconsumed480.0000000000g,3022091Actual-Consumed,,Material consumed,480.0000000000,g
3022119Actual-ConsumedMaterialconsumed585.3600000000g,3022119Actual-Consumed,,Material consumed,585.3600000000,g
3022128Actual-ConsumedMaterialconsumed585.3600000000g,3022128Actual-Consumed,,Material consumed,585.3600000000,g
3022137Actual-ConsumedMaterialconsumed504.6400000000g,3022137Actual-Consumed,,Material consumed,504.6400000000,g
3022146Actual-ConsumedMaterialconsumed504.6400000000g,3022146Actual-Consumed,,Material consumed,504.6400000000,g
3022205Actual-ConsumedMaterialconsumed549.9960000000g,3022205Actual-Consumed,,Material consumed,549.9960000000,g
3022213Actual-ConsumedMaterialconsumed555.0000000000g,3022213Actual-Consumed,,Material consumed,555.0000000000,g
3022221Actual-ConsumedMaterialconsumed471.9960000000g,3022221Actual-Consumed,,Material consumed,471.9960000000,g
3022229Actual-ConsumedMaterialconsumed465.0000000000g,3022229Actual-Consumed,,Material consumed,465.0000000000,g
3022252Actual-ConsumedMaterialconsumed580.3600000000g,3022252Actual-Consumed,,Material consumed,580.3600000000,g
3022261Actual-ConsumedMaterialconsumed580.3600000000g,3022261Actual-Consumed,,Material consumed,580.3600000000,g
3022270Actual-ConsumedMaterialconsumed499.6400000000g,3022270Actual-Consumed,,Material consumed,499.6400000000,g
3022279Actual-ConsumedMaterialconsumed499.6400000000g,3022279Actual-Consumed,,Material consumed,499.6400000000,g
3022453Actual-ConsumedMaterialconsumed497.0040000000g,3022453Actual-Consumed,,Material consumed,497.0040000000,g
3022461Actual-ConsumedMaterialconsumed500.0040000000g,3022461Actual-Consumed,,Material consumed,500.0040000000,g
3022469Actual-ConsumedMaterialconsumed419.0040000000g,3022469Actual-Consumed,,Material consumed,419.0040000000,g
3022477Actual-ConsumedMaterialconsumed824.0040000000g,3022477Actual-Consumed,,Material consumed,824.0040000000,g
3022499Actual-ConsumedMaterialconsumed810.0000000000g,3022499Actual-Consumed,,Material consumed,810.0000000000,g
3022509Actual-ConsumedMaterialconsumed848.0000000000g,3022509Actual-Consumed,,Material consumed,848.0000000000,g
3022556Actual-ConsumedMaterialconsumed599.5600000000g,3022556Actual-Consumed,,Material consumed,599.5600000000,g
3022565Actual-ConsumedMaterialconsumed599.5600000000g,3022565Actual-Consumed,,Material consumed,599.5600000000,g
3022568Actual-ConsumedMaterialconsumed-84.9380000000g,3022568Actual-Consumed,,Material consumed,-84.9380000000,g
3022571Actual-ConsumedMaterialconsumed-84.9380000000g,3022571Actual-Consumed,,Material consumed,-84.9380000000,g
3022580Actual-ConsumedMaterialconsumed600.3600000000g,3022580Actual-Consumed,,Material consumed,600.3600000000,g
3022589Actual-ConsumedMaterialconsumed600.3600000000g,3022589Actual-Consumed,,Material consumed,600.3600000000,g
3022645Actual-ConsumedMaterialconsumed549.9960000000g,3022645Actual-Consumed,,Material consumed,549.9960000000,g
3022653Actual-ConsumedMaterialconsumed543.0000000000g,3022653Actual-Consumed,,Material consumed,543.0000000000,g
3022661Actual-ConsumedMaterialconsumed465.9960000000g,3022661Actual-Consumed,,Material consumed,465.9960000000,g
3022669Actual-ConsumedMaterialconsumed459.9960000000g,3022669Actual-Consumed,,Material consumed,459.9960000000,g
3023028Actual-ConsumedMaterialconsumed558.3400000000g,3023028Actual-Consumed,,Material consumed,558.3400000000,g
3023037Actual-ConsumedMaterialconsumed559.3400000000g,3023037Actual-Consumed,,Material consumed,559.3400000000,g
3023046Actual-ConsumedMaterialconsumed478.6600000000g,3023046Actual-Consumed,,Material consumed,478.6600000000,g
3023055Actual-ConsumedMaterialconsumed478.6600000000g,3023055Actual-Consumed,,Material consumed,478.6600000000,g
3023076Actual-ConsumedMaterialconsumed634.0000000000g,3023076Actual-Consumed,,Material consumed,634.0000000000,g
3023086Actual-ConsumedMaterialconsumed648.0000000000g,3023086Actual-Consumed,,Material consumed,648.0000000000,g
3023096Actual-ConsumedMaterialconsumed392.0000000000g,3023096Actual-Consumed,,Material consumed,392.0000000000,g
3023106Actual-ConsumedMaterialconsumed400.0000000000g,3023106Actual-Consumed,,Material consumed,400.0000000000,g
3023198Actual-ConsumedMaterialconsumed560.0040000000g,3023198Actual-Consumed,,Material consumed,560.0040000000,g
3023206Actual-ConsumedMaterialconsumed570.0000000000g,3023206Actual-Consumed,,Material consumed,570.0000000000,g
3023214Actual-ConsumedMaterialconsumed470.0040000000g,3023214Actual-Consumed,,Material consumed,470.0040000000,g
3023222Actual-ConsumedMaterialconsumed480.0000000000g,3023222Actual-Consumed,,Material consumed,480.0000000000,g
3023311Actual-ConsumedMaterialconsumed567.3400000000g,3023311Actual-Consumed,,Material consumed,567.3400000000,g
3023320Actual-ConsumedMaterialconsumed560.3400000000g,3023320Actual-Consumed,,Material consumed,560.3400000000,g
