PrimaryKey,id,description,value,valueUnitOfMeasure
1614084minutes,161408,Downtime in BREADBLAST05,4,minutes
16141424minutes,161414,Downtime in BREADBLAST05,24,minutes
161361336minutes,161361,Downtime in BREADBLAST05,336,minutes
16143220minutes,161432,Downtime in BREADBLAST05,20,minutes
16143317minutes,161433,Downtime in BREADBLAST05,17,minutes
1614387minutes,161438,Downtime in BREADBLAST07,7,minutes
1613625minutes,161362,Downtime in BREADBLAST07,5,minutes
16136321minutes,161363,Downtime in BREADBLAST05,21,minutes
16138824minutes,161388,Downtime in BREADBLAST05,24,minutes
16143417minutes,161434,Downtime in BREADBLAST05,17,minutes
16144216minutes,161442,Downtime in BREADBLAST07,16,minutes
16145118minutes,161451,Downtime in BREADBLAST05,18,minutes
1614523minutes,161452,Downtime in BREADBLAST07,3,minutes
1614633minutes,161463,Downtime in BREADBLAST06,3,minutes
1614816minutes,161481,Downtime in BREADBLAST07,6,minutes
1587831minutes,158783,Downtime in BREADBLAST04,1,minutes
15887520minutes,158875,Downtime in BREADBLAST04,20,minutes
15884013minutes,158840,Downtime in BREADBLAST07,13,minutes
15881316minutes,158813,Downtime in BREADBLAST04,16,minutes
15881520minutes,158815,Downtime in BREADBLAST04,20,minutes
15881622minutes,158816,Downtime in BREADBLAST06,22,minutes
1588242minutes,158824,Downtime in BREADBLAST04,2,minutes
15886623minutes,158866,Downtime in BREADBLAST04,23,minutes
15887022minutes,158870,Downtime in BREADBLAST07,22,minutes
15881811minutes,158818,Downtime in BREADBLAST06,11,minutes
15889083minutes,158890,Downtime in BREADBLAST04,83,minutes
15889216minutes,158892,Downtime in BREADBLAST04,16,minutes
15885222minutes,158852,Downtime in BREADBLAST04,22,minutes
1588534minutes,158853,Downtime in BREADBLAST04,4,minutes
15886224minutes,158862,Downtime in BREADBLAST04,24,minutes
1588713minutes,158871,Downtime in BREADBLAST07,3,minutes
15887222minutes,158872,Downtime in BREADBLAST04,22,minutes
15918516minutes,159185,Downtime in BREADBLAST04,16,minutes
1592254minutes,159225,Downtime in BREADBLAST05,4,minutes
15914723minutes,159147,Downtime in BREADBLAST06,23,minutes
15919319minutes,159193,Downtime in BREADBLAST04,19,minutes
1592068minutes,159206,Downtime in BREADBLAST04,8,minutes
15916516minutes,159165,Downtime in BREADBLAST05,16,minutes
1591972minutes,159197,Downtime in BREADBLAST06,2,minutes
15920422minutes,159204,Downtime in BREADBLAST04,22,minutes
15920839minutes,159208,Downtime in BREADBLAST07,39,minutes
1592115minutes,159211,Downtime in BREADBLAST06,5,minutes
15927626minutes,159276,Downtime in BREADBLAST04,26,minutes
15928117minutes,159281,Downtime in BREADBLAST04,17,minutes
16013822minutes,160138,Downtime in BREADBLAST04,22,minutes
1601515minutes,160151,Downtime in BREADBLAST07,5,minutes
16013327minutes,160133,Downtime in BREADBLAST06,27,minutes
1601342minutes,160134,Downtime in BREADBLAST06,2,minutes
16014113minutes,160141,Downtime in BREADBLAST04,13,minutes
16016223minutes,160162,Downtime in BREADBLAST04,23,minutes
16014539minutes,160145,Downtime in BREADBLAST07,39,minutes
1601787minutes,160178,Downtime in BREADBLAST07,7,minutes
160200720minutes,160200,Downtime in BREADBLAST05,720,minutes
1602135minutes,160213,Downtime in BREADBLAST07,5,minutes
16316317minutes,163163,Downtime in BREADBLAST06,17,minutes
1632053minutes,163205,Downtime in BREADBLAST05,3,minutes
16320870minutes,163208,Downtime in BREADBLAST06,70,minutes
163224148minutes,163224,Downtime in BREADBLAST07,148,minutes
163225720minutes,163225,Downtime in BREADBLAST07,720,minutes
163226720minutes,163226,Downtime in BREADBLAST07,720,minutes
163227720minutes,163227,Downtime in BREADBLAST07,720,minutes
163228720minutes,163228,Downtime in BREADBLAST07,720,minutes
163229720minutes,163229,Downtime in BREADBLAST07,720,minutes
163230720minutes,163230,Downtime in BREADBLAST07,720,minutes
163231720minutes,163231,Downtime in BREADBLAST07,720,minutes
163232720minutes,163232,Downtime in BREADBLAST07,720,minutes
163233720minutes,163233,Downtime in BREADBLAST07,720,minutes
163234720minutes,163234,Downtime in BREADBLAST07,720,minutes
163235720minutes,163235,Downtime in BREADBLAST07,720,minutes
163236720minutes,163236,Downtime in BREADBLAST07,720,minutes
1632062minutes,163206,Downtime in BREADBLAST05,2,minutes
16321221minutes,163212,Downtime in BREADBLAST06,21,minutes
16321417minutes,163214,Downtime in BREADBLAST06,17,minutes
1632463minutes,163246,Downtime in BREADBLAST07,3,minutes
163237720minutes,163237,Downtime in BREADBLAST07,720,minutes
163238720minutes,163238,Downtime in BREADBLAST07,720,minutes
163239311minutes,163239,Downtime in BREADBLAST07,311,minutes
16324520minutes,163245,Downtime in BREADBLAST07,20,minutes
16324829minutes,163248,Downtime in BREADBLAST07,29,minutes
16325919minutes,163259,Downtime in BREADBLAST07,19,minutes
1632794minutes,163279,Downtime in BREADBLAST07,4,minutes
16328427minutes,163284,Downtime in BREADBLAST06,27,minutes
1633004minutes,163300,Downtime in BREADBLAST06,4,minutes
159392144minutes,159392,Downtime in BREADBLAST06,144,minutes
1593796minutes,159379,Downtime in BREADBLAST07,6,minutes
15938816minutes,159388,Downtime in BREADBLAST07,16,minutes
1594103minutes,159410,Downtime in BREADBLAST07,3,minutes
15942413minutes,159424,Downtime in BREADBLAST05,13,minutes
1594485minutes,159448,Downtime in BREADBLAST07,5,minutes
15946221minutes,159462,Downtime in BREADBLAST07,21,minutes
1594917minutes,159491,Downtime in BREADBLAST07,7,minutes
15949520minutes,159495,Downtime in BREADBLAST07,20,minutes
15949820minutes,159498,Downtime in BREADBLAST04,20,minutes
15949935minutes,159499,Downtime in BREADBLAST07,35,minutes
15951213minutes,159512,Downtime in BREADBLAST06,13,minutes
1595177minutes,159517,Downtime in BREADBLAST07,7,minutes
1595385minutes,159538,Downtime in BREADBLAST06,5,minutes
16874535minutes,168745,Downtime in BREADBLAST05,35,minutes
16875413minutes,168754,Downtime in BREADBLAST04,13,minutes
16869625minutes,168696,Downtime in BREADBLAST04,25,minutes
1686842minutes,168684,Downtime in BREADBLAST07,2,minutes
168694342minutes,168694,Downtime in BREADBLAST06,342,minutes
1686977minutes,168697,Downtime in BREADBLAST04,7,minutes
1687016minutes,168701,Downtime in BREADBLAST07,6,minutes
16871621minutes,168716,Downtime in BREADBLAST05,21,minutes
16871720minutes,168717,Downtime in BREADBLAST05,20,minutes
168718225minutes,168718,Downtime in BREADBLAST05,225,minutes
16871914minutes,168719,Downtime in BREADBLAST05,14,minutes
16873356minutes,168733,Downtime in BREADBLAST05,56,minutes
16873456minutes,168734,Downtime in BREADBLAST05,56,minutes
16870420minutes,168704,Downtime in BREADBLAST06,20,minutes
16872725minutes,168727,Downtime in BREADBLAST04,25,minutes
16874822minutes,168748,Downtime in BREADBLAST04,22,minutes
16875025minutes,168750,Downtime in BREADBLAST04,25,minutes
16875612minutes,168756,Downtime in BREADBLAST07,12,minutes
168757283minutes,168757,Downtime in BREADBLAST07,283,minutes
168425720minutes,168425,Downtime in BREADBLAST07,720,minutes
168426720minutes,168426,Downtime in BREADBLAST07,720,minutes
168427720minutes,168427,Downtime in BREADBLAST07,720,minutes
168428720minutes,168428,Downtime in BREADBLAST07,720,minutes
168429720minutes,168429,Downtime in BREADBLAST07,720,minutes
168430720minutes,168430,Downtime in BREADBLAST07,720,minutes
168431720minutes,168431,Downtime in BREADBLAST07,720,minutes
168432387minutes,168432,Downtime in BREADBLAST07,387,minutes
16844218minutes,168442,Downtime in BREADBLAST04,18,minutes
1684472minutes,168447,Downtime in BREADBLAST05,2,minutes
1684483minutes,168448,Downtime in BREADBLAST05,3,minutes
16844910minutes,168449,Downtime in BREADBLAST05,10,minutes
16844024minutes,168440,Downtime in BREADBLAST04,24,minutes
16844630minutes,168446,Downtime in BREADBLAST05,30,minutes
1684562minutes,168456,Downtime in BREADBLAST07,2,minutes
1684637minutes,168463,Downtime in BREADBLAST07,7,minutes
1684806minutes,168480,Downtime in BREADBLAST07,6,minutes
16848137minutes,168481,Downtime in BREADBLAST07,37,minutes
1684912minutes,168491,Downtime in BREADBLAST07,2,minutes
1684452minutes,168445,Downtime in BREADBLAST07,2,minutes
16847711minutes,168477,Downtime in BREADBLAST04,11,minutes
1685072minutes,168507,Downtime in BREADBLAST06,2,minutes
1685116minutes,168511,Downtime in BREADBLAST06,6,minutes
16846224minutes,168462,Downtime in BREADBLAST04,24,minutes
16846521minutes,168465,Downtime in BREADBLAST04,21,minutes
1684662minutes,168466,Downtime in BREADBLAST04,2,minutes
16848939minutes,168489,Downtime in BREADBLAST07,39,minutes
1684642minutes,168464,Downtime in BREADBLAST07,2,minutes
16847314minutes,168473,Downtime in BREADBLAST04,14,minutes
1684749minutes,168474,Downtime in BREADBLAST04,9,minutes
16849521minutes,168495,Downtime in BREADBLAST04,21,minutes
1684962minutes,168496,Downtime in BREADBLAST04,2,minutes
1684992minutes,168499,Downtime in BREADBLAST07,2,minutes
1685023minutes,168502,Downtime in BREADBLAST07,3,minutes
16850696minutes,168506,Downtime in BREADBLAST05,96,minutes
16859712minutes,168597,Downtime in BREADBLAST04,12,minutes
1686114minutes,168611,Downtime in BREADBLAST07,4,minutes
1686267minutes,168626,Downtime in BREADBLAST06,7,minutes
16862721minutes,168627,Downtime in BREADBLAST04,21,minutes
1686432minutes,168643,Downtime in BREADBLAST07,2,minutes
16862914minutes,168629,Downtime in BREADBLAST04,14,minutes
1686447minutes,168644,Downtime in BREADBLAST07,7,minutes
1686454minutes,168645,Downtime in BREADBLAST06,4,minutes
1686332minutes,168633,Downtime in BREADBLAST07,2,minutes
1686474minutes,168647,Downtime in BREADBLAST06,4,minutes
1686552minutes,168655,Downtime in BREADBLAST07,2,minutes
1686512minutes,168651,Downtime in BREADBLAST07,2,minutes
16865816minutes,168658,Downtime in BREADBLAST05,16,minutes
16865934minutes,168659,Downtime in BREADBLAST05,34,minutes
16867816minutes,168678,Downtime in BREADBLAST07,16,minutes
168665158minutes,168665,Downtime in BREADBLAST05,158,minutes
168667161minutes,168667,Downtime in BREADBLAST06,161,minutes
1686692minutes,168669,Downtime in BREADBLAST07,2,minutes
1686742minutes,168674,Downtime in BREADBLAST07,2,minutes
16869966minutes,168699,Downtime in BREADBLAST06,66,minutes
16870011minutes,168700,Downtime in BREADBLAST06,11,minutes
16725527minutes,167255,Downtime in BREADBLAST04,27,minutes
1672593minutes,167259,Downtime in BREADBLAST04,3,minutes
16725222minutes,167252,Downtime in BREADBLAST04,22,minutes
1672533minutes,167253,Downtime in BREADBLAST04,3,minutes
167285248minutes,167285,Downtime in BREADBLAST06,248,minutes
167286110minutes,167286,Downtime in BREADBLAST06,110,minutes
16728922minutes,167289,Downtime in BREADBLAST06,22,minutes
16729621minutes,167296,Downtime in BREADBLAST06,21,minutes
16729922minutes,167299,Downtime in BREADBLAST06,22,minutes
16730823minutes,167308,Downtime in BREADBLAST06,23,minutes
16731015minutes,167310,Downtime in BREADBLAST04,15,minutes
16731122minutes,167311,Downtime in BREADBLAST06,22,minutes
16732556minutes,167325,Downtime in BREADBLAST05,56,minutes
16732631minutes,167326,Downtime in BREADBLAST05,31,minutes
16731422minutes,167314,Downtime in BREADBLAST06,22,minutes
16732993minutes,167329,Downtime in BREADBLAST06,93,minutes
1673342minutes,167334,Downtime in BREADBLAST06,2,minutes
16730337minutes,167303,Downtime in BREADBLAST06,37,minutes
16731624minutes,167316,Downtime in BREADBLAST06,24,minutes
16731825minutes,167318,Downtime in BREADBLAST06,25,minutes
16733022minutes,167330,Downtime in BREADBLAST06,22,minutes
16733222minutes,167332,Downtime in BREADBLAST06,22,minutes
16733320minutes,167333,Downtime in BREADBLAST06,20,minutes
168926268minutes,168926,Downtime in BREADBLAST05,268,minutes
168927720minutes,168927,Downtime in BREADBLAST05,720,minutes
168928720minutes,168928,Downtime in BREADBLAST05,720,minutes
168929720minutes,168929,Downtime in BREADBLAST05,720,minutes
168930720minutes,168930,Downtime in BREADBLAST05,720,minutes
168931447minutes,168931,Downtime in BREADBLAST05,447,minutes
16893327minutes,168933,Downtime in BREADBLAST05,27,minutes
16893431minutes,168934,Downtime in BREADBLAST05,31,minutes
16893538minutes,168935,Downtime in BREADBLAST05,38,minutes
16894935minutes,168949,Downtime in BREADBLAST05,35,minutes
16898117minutes,168981,Downtime in BREADBLAST05,17,minutes
16898216minutes,168982,Downtime in BREADBLAST05,16,minutes
16898420minutes,168984,Downtime in BREADBLAST06,20,minutes
16900718minutes,169007,Downtime in BREADBLAST05,18,minutes
16736236minutes,167362,Downtime in BREADBLAST04,36,minutes
167388167minutes,167388,Downtime in BREADBLAST05,167,minutes
16741433minutes,167414,Downtime in BREADBLAST05,33,minutes
1674154minutes,167415,Downtime in BREADBLAST05,4,minutes
1674379minutes,167437,Downtime in BREADBLAST04,9,minutes
16743862minutes,167438,Downtime in BREADBLAST04,62,minutes
16550421minutes,165504,Downtime in BREADBLAST05,21,minutes
1655051minutes,165505,Downtime in BREADBLAST05,1,minutes
1654783minutes,165478,Downtime in BREADBLAST04,3,minutes
16550320minutes,165503,Downtime in BREADBLAST05,20,minutes
16553715minutes,165537,Downtime in BREADBLAST06,15,minutes
1655946minutes,165594,Downtime in BREADBLAST05,6,minutes
16558223minutes,165582,Downtime in BREADBLAST04,23,minutes
16561814minutes,165618,Downtime in BREADBLAST04,14,minutes
16561913minutes,165619,Downtime in BREADBLAST04,13,minutes
16558920minutes,165589,Downtime in BREADBLAST04,20,minutes
16560126minutes,165601,Downtime in BREADBLAST04,26,minutes
1656023minutes,165602,Downtime in BREADBLAST04,3,minutes
1656203minutes,165620,Downtime in BREADBLAST04,3,minutes
1667562minutes,166756,Downtime in BREADBLAST06,2,minutes
1667609minutes,166760,Downtime in BREADBLAST05,9,minutes
1667715minutes,166771,Downtime in BREADBLAST05,5,minutes
1667722minutes,166772,Downtime in BREADBLAST05,2,minutes
1667739minutes,166773,Downtime in BREADBLAST05,9,minutes
16678017minutes,166780,Downtime in BREADBLAST06,17,minutes
16680521minutes,166805,Downtime in BREADBLAST05,21,minutes
16681218minutes,166812,Downtime in BREADBLAST05,18,minutes
16685214minutes,166852,Downtime in BREADBLAST05,14,minutes
16681022minutes,166810,Downtime in BREADBLAST05,22,minutes
1653891minutes,165389,Downtime in BREADBLAST04,1,minutes
16541420minutes,165414,Downtime in BREADBLAST04,20,minutes
16541024minutes,165410,Downtime in BREADBLAST06,24,minutes
16541321minutes,165413,Downtime in BREADBLAST06,21,minutes
1654274minutes,165427,Downtime in BREADBLAST06,4,minutes
1654282minutes,165428,Downtime in BREADBLAST06,2,minutes
16547422minutes,165474,Downtime in BREADBLAST04,22,minutes
16547621minutes,165476,Downtime in BREADBLAST04,21,minutes
16547723minutes,165477,Downtime in BREADBLAST04,23,minutes
16550125minutes,165501,Downtime in BREADBLAST05,25,minutes
16543321minutes,165433,Downtime in BREADBLAST06,21,minutes
1654616minutes,165461,Downtime in BREADBLAST06,6,minutes
16546421minutes,165464,Downtime in BREADBLAST06,21,minutes
16546717minutes,165467,Downtime in BREADBLAST05,17,minutes
1654708minutes,165470,Downtime in BREADBLAST05,8,minutes
16747619minutes,167476,Downtime in BREADBLAST06,19,minutes
16748935minutes,167489,Downtime in BREADBLAST05,35,minutes
16744116minutes,167441,Downtime in BREADBLAST04,16,minutes
1674432minutes,167443,Downtime in BREADBLAST05,2,minutes
1674573minutes,167457,Downtime in BREADBLAST06,3,minutes
1674695minutes,167469,Downtime in BREADBLAST04,5,minutes
1675064minutes,167506,Downtime in BREADBLAST05,4,minutes
16750712minutes,167507,Downtime in BREADBLAST05,12,minutes
1675094minutes,167509,Downtime in BREADBLAST05,4,minutes
16751012minutes,167510,Downtime in BREADBLAST05,12,minutes
1675453minutes,167545,Downtime in BREADBLAST05,3,minutes
1675468minutes,167546,Downtime in BREADBLAST05,8,minutes
1675473minutes,167547,Downtime in BREADBLAST05,3,minutes
1675258minutes,167525,Downtime in BREADBLAST05,8,minutes
16752916minutes,167529,Downtime in BREADBLAST04,16,minutes
16684422minutes,166844,Downtime in BREADBLAST05,22,minutes
16684822minutes,166848,Downtime in BREADBLAST05,22,minutes
16684921minutes,166849,Downtime in BREADBLAST05,21,minutes
1668874minutes,166887,Downtime in BREADBLAST06,4,minutes
16709825minutes,167098,Downtime in BREADBLAST04,25,minutes
16710416minutes,167104,Downtime in BREADBLAST05,16,minutes
16710532minutes,167105,Downtime in BREADBLAST05,32,minutes
16703622minutes,167036,Downtime in BREADBLAST04,22,minutes
1670375minutes,167037,Downtime in BREADBLAST04,5,minutes
16705212minutes,167052,Downtime in BREADBLAST04,12,minutes
1670533minutes,167053,Downtime in BREADBLAST04,3,minutes
1670555minutes,167055,Downtime in BREADBLAST04,5,minutes
16705730minutes,167057,Downtime in BREADBLAST04,30,minutes
1670583minutes,167058,Downtime in BREADBLAST04,3,minutes
16706917minutes,167069,Downtime in BREADBLAST04,17,minutes
1670707minutes,167070,Downtime in BREADBLAST04,7,minutes
16708423minutes,167084,Downtime in BREADBLAST04,23,minutes
1670850minutes,167085,Downtime in BREADBLAST04,0,minutes
16716521minutes,167165,Downtime in BREADBLAST06,21,minutes
16717022minutes,167170,Downtime in BREADBLAST06,22,minutes
16717223minutes,167172,Downtime in BREADBLAST04,23,minutes
16717321minutes,167173,Downtime in BREADBLAST06,21,minutes
1671816minutes,167181,Downtime in BREADBLAST06,6,minutes
16720023minutes,167200,Downtime in BREADBLAST04,23,minutes
1672012minutes,167201,Downtime in BREADBLAST04,2,minutes
16729320minutes,167293,Downtime in BREADBLAST06,20,minutes
167257359minutes,167257,Downtime in BREADBLAST06,359,minutes
16730411minutes,167304,Downtime in BREADBLAST04,11,minutes
16720715minutes,167207,Downtime in BREADBLAST06,15,minutes
16721023minutes,167210,Downtime in BREADBLAST04,23,minutes
16721110minutes,167211,Downtime in BREADBLAST04,10,minutes
16724416minutes,167244,Downtime in BREADBLAST04,16,minutes
167221106minutes,167221,Downtime in BREADBLAST06,106,minutes
16722222minutes,167222,Downtime in BREADBLAST04,22,minutes
1672244minutes,167224,Downtime in BREADBLAST06,4,minutes
16722824minutes,167228,Downtime in BREADBLAST04,24,minutes
